LOC_ID	Region	APORT_NAME	CITY	STATE	FAC_TYPE	ATCT_FLAG	HUB_SIZE	SYSYEAR	SCENARIO	AC	COMMUTER	T_ENPL	ITN_AC	ITN_AT	ATN_GA	_ITN_MIL	T_ITN	LOC_GA	LOC_MIL	T_LOC	T_AOPS	T_TROPS	TOT_BA
BWI 	AEA	BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL       	BALTIMORE	MD	7	1	L	2019	0	12847602	288007	13135609	217009	30884	12279	1166	261338	0	0	0	261338	0	47
BWI 	AEA	BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL       	BALTIMORE	MD	7	1	L	2020	0	7365432	176522	7541954	170391	22611	9203	1092	203297	0	0	0	203297	0	47
BWI 	AEA	BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL       	BALTIMORE	MD	7	1	L	2021	0	7710750	164380	7875130	156905	19677	11435	1199	189216	0	0	0	189216	0	47
BWI 	AEA	BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL       	BALTIMORE	MD	7	1	L	2022	0	10619777	201600	10821377	186876	17724	13046	1003	218649	0	0	0	218649	0	44
BWI 	AEA	BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL       	BALTIMORE	MD	7	1	L	2023	0	12197336	165077	12362413	205109	15340	10615	869	231933	0	0	0	231933	0	46
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2013	0	13645360	3558417	17203777	273254	132378	9654	605	415891	0	0	0	415891	0	7
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2014	0	14046361	3567006	17613367	277689	115406	10115	502	403712	0	0	0	403712	0	7
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2015	0	14708633	3682804	18391437	294783	108436	9841	753	413813	0	0	0	413813	0	9
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2016	0	15681271	3888263	19569534	304829	111500	10967	500	427796	0	0	0	427796	0	10
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2017	0	17569019	3636055	21205074	331726	96945	12041	327	441039	0	0	0	441039	0	12
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2018	0	18820667	3765938	22586605	348389	90619	11441	262	450711	0	0	0	450711	0	10
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2019	0	19281964	3737550	23019514	351188	85397	11759	278	448622	0	0	0	448622	0	10
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2020	0	10041789	1913225	11955014	224033	47919	6052	416	278420	0	0	0	278420	0	3
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2021	0	10275967	1190492	11466459	224506	13507	5974	385	244372	0	0	0	244372	0	3
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2022	0	17951109	2856798	20807907	381073	11059	11083	368	403583	0	0	0	403583	0	3
EWR 	AEA	NEWARK LIBERTY INTL                               	NEWARK	NJ	7	1	L	2023	0	21241794	3034015	24275809	408154	10464	14617	128	433363	0	0	0	433363	0	3
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2013	0	23305418	1433101	24738519	353389	47992	6860	518	408759	0	0	0	408759	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2014	0	24326331	1574357	25900688	374668	43307	7332	313	425620	0	0	0	425620	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2015	0	25904178	1488418	27392596	401737	32782	7462	649	442630	0	0	0	442630	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2016	0	27262869	1734087	28996956	419274	30912	8274	370	458830	0	0	0	458830	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2017	0	27725080	1778566	29503646	414743	30829	8224	403	454199	0	0	0	454199	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2018	0	28120424	1919896	30040320	417966	29819	8152	440	456377	0	0	0	456377	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2019	0	29257150	1841199	31098349	423230	30903	10501	369	465003	0	0	0	465003	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2020	0	13581139	746135	14327274	249086	15555	8248	280	273169	12	0	12	273181	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2021	0	10979222	653502	11632724	242492	6297	4508	245	253542	0	0	0	253542	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2022	0	23040671	1873560	24914231	415051	8638	9520	329	433538	0	0	0	433538	0	0
JFK 	AEA	JOHN F KENNEDY INTL                               	NEW YORK	NY	7	1	L	2023	0	27687098	2473665	30160763	457796	6737	14115	402	479050	0	0	0	479050	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2013	0	9509944	3730246	13240190	299500	64766	6903	271	371440	0	0	0	371440	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2014	0	9410339	4020193	13430532	313952	49364	6831	228	370375	0	0	0	370375	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2015	0	10232320	3835472	14067792	311016	51921	6024	463	369424	0	0	0	369424	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2016	0	10546044	4236488	14782532	313818	54384	6344	174	374720	0	0	0	374720	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2017	0	10025323	4413462	14438785	307642	52853	5474	278	366247	0	0	0	366247	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2018	0	10265435	4787946	15053381	309327	53444	4954	212	367937	0	0	0	367937	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2019	0	10842835	4517629	15360464	317158	52183	4853	203	374397	0	0	0	374397	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2020	0	5308082	2017930	7326012	186260	20425	4007	181	210873	0	0	0	210873	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2021	0	4222884	1268810	5491694	126178	4136	3073	151	133538	0	0	0	133538	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2022	0	9597339	3977995	13575334	332794	5330	4283	180	342587	0	0	0	342587	0	0
LGA 	AEA	Laguardia                                                                                           	NEW YORK	NY	7	1	L	2023	0	10999286	4858637	15857923	355481	5042	3863	175	364561	0	0	0	364561	0	0
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2013	0	10302276	4413648	14715924	240856	180012	13891	407	435166	0	0	0	435166	602435	23
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2014	0	10334178	4451269	14785447	240767	165003	14022	425	420217	0	0	0	420217	593257	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2015	0	10460881	4448459	14909340	239093	158854	14348	454	412749	0	0	0	412749	586777	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2016	0	10937461	3910554	14848015	230701	156809	14074	429	402013	0	0	0	402013	574328	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2017	0	10734912	3427466	14162378	221864	135627	14019	391	371901	0	0	0	371901	549093	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2018	0	11636338	3453432	15089770	251171	109217	14484	429	375301	0	0	0	375301	553410	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2019	0	12253498	3543664	15797162	266902	106575	14681	440	388598	0	0	0	388598	570151	24
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2020	0	6331243	2081328	8412571	190891	66319	10464	546	268220	0	0	0	268220	411514	26
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2021	0	5894025	2359312	8253337	183513	47685	12195	402	243795	0	0	0	243795	401250	25
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2022	0	9640497	2464910	12105407	216552	56428	14987	507	288474	0	0	0	288474	470807	25
PHL 	AEA	PHILADELPHIA INTL                                 	PHILADELPHIA	PA	3	1	L	2023	0	11432650	1949631	13382281	219372	59411	12276	583	291642	0	0	0	291642	471379	25
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2013	0	9497885	266216	9764101	185486	27392	36578	1382	250838	10	0	10	250848	0	54
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2014	0	9910579	291538	10202117	184955	26235	35991	1732	248913	0	0	0	248913	0	56
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2015	0	10454331	291583	10745914	188104	25740	38470	1764	254078	0	0	0	254078	0	37
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2016	0	10671902	307861	10979763	186543	26368	37976	1439	252326	0	0	0	252326	0	64
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2017	0	10605705	295682	10901387	186304	27843	36162	1383	251692	0	0	0	251692	0	50
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2018	0	10465651	286459	10752110	181963	28170	34791	254	245178	0	0	0	245178	0	40
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2019	0	9908467	275319	10183786	173509	26875	33303	246	233933	0	0	0	233933	0	41
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2020	0	5602449	106831	5709280	129724	19581	22809	304	172418	0	0	0	172418	0	41
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2021	0	6609381	89276	6698657	124567	23496	24425	247	172735	0	0	0	172735	0	36
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2022	0	9022925	156865	9179790	150240	28802	29431	332	208805	0	0	0	208805	0	30
MDW 	AGL	CHICAGO MIDWAY INTL                               	CHICAGO	IL	7	1	L	2023	0	10437508	153421	10590929	173617	29218	26253	337	229425	0	0	0	229425	0	30
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2013	0	20960577	11012719	31973296	505847	363897	7632	153	877529	0	0	0	877529	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2014	0	21600074	11857827	33457901	535673	335965	7352	152	879142	0	0	0	879142	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2015	0	24357109	11369457	35726566	591160	282591	6885	168	880804	0	0	0	880804	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2016	0	26741889	10609300	37351189	589663	275607	6956	106	872332	0	0	0	872332	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2017	0	28153858	10015362	38169220	624774	228438	5940	119	859271	0	0	0	859271	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2018	0	29016626	10707162	39723788	649619	238080	5723	75	893497	0	0	0	893497	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2019	0	30053471	10572353	40625824	644664	265060	4837	54	914615	0	0	0	914615	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2020	0	15130537	6317869	21448406	473755	166735	3198	63	643751	0	0	0	643751	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2021	0	14821494	6920363	21741857	486734	132279	3337	61	622411	0	0	0	622411	0	0
ORD 	AGL	CHICAGO O'HARE INTL                               	CHICAGO	IL	7	1	L	2022	0	24666256	7911597	32577853	565695	156866	4367	90	727018	0	0	0	727018	0	0
